,ID,tweet_id,term,pos,pos_fre,neg_fre,label,fea_weight,normalize_weight
69,69,29,biasa,adj,13,13,0,-2.1058191282984065,0.5213562951242552
70,70,29,mahal,adj,4,2,0,-2.6907816290195625,0.2189925863056248
71,71,29,relatif,adj,1,2,0,-1.6907816290195627,0.7358867606259765
72,72,30,maya,n,2,2,1,-2.3486439519266993,0.39584155841042357
73,73,31,mohon,v,2,1,1,-1.9336064526478551,0.6103720239121453
74,74,31,maaf,n,1,2,1,-2.9336064526478554,0.0934778495917934
75,75,31,maya,n,2,2,1,-2.3486439519266993,0.39584155841042357
76,76,32,masalah,n,3,8,1,-3.22311306984284,-0.05616643426348655
77,77,33,selamat,adj,4,3,0,-2.3282115496348545,0.40640294812244804
78,78,33,status,n,2,2,0,-2.1058191282984065,0.5213562951242552
79,79,33,gagal,v,1,12,0,-1.2212963457183426,0.9785609684935175
80,80,33,ganggu,v,1,4,0,-1.427747223185769,0.8718477126472799
81,81,34,mohon,v,2,1,1,-1.9336064526478551,0.6103720239121453
82,82,34,maaf,n,1,2,1,-2.9336064526478554,0.0934778495917934
83,83,35,gila,adj,5,10,0,-1.6907816290195627,0.7358867606259765
84,84,35,bapuk,n,2,1,0,-2.6907816290195625,0.2189925863056248
85,85,35,buka,v,2,3,0,-1.842784722464613,0.6573172471455582
86,86,35,aplikasi,n,2,1,0,-2.6907816290195625,0.2189925863056248
87,87,35,kuat,adj,18,9,0,-2.6907816290195625,0.2189925863056248
88,88,36,maya,n,2,2,1,-2.3486439519266993,0.39584155841042357
89,89,36,tunggu,v,1,2,1,-2.9336064526478554,0.0934778495917934
90,90,38,mohon,v,2,1,1,-1.9336064526478551,0.6103720239121453
91,91,38,maaf,n,1,2,1,-2.9336064526478554,0.0934778495917934
92,92,38,maya,n,2,2,1,-2.3486439519266993,0.39584155841042357
93,93,39,mohon,v,2,1,1,-1.9336064526478551,0.6103720239121453
94,94,39,maaf,n,1,2,1,-2.9336064526478554,0.0934778495917934
95,95,39,maya,n,2,2,1,-2.3486439519266993,0.39584155841042357
96,96,40,potong,n,2,2,0,-2.1058191282984065,0.5213562951242552
97,97,40,heran,adj,1,2,0,-1.6907816290195627,0.7358867606259765
98,98,42,baik,adj,13,1,1,-1.455559155843211,0.8574718866800579
99,99,42,maya,n,2,2,1,-2.3486439519266993,0.39584155841042357
100,100,42,tunggu,v,1,2,1,-2.9336064526478554,0.0934778495917934
101,101,44,mohon,v,2,1,1,-1.9336064526478551,0.6103720239121453
102,102,44,maaf,n,1,2,1,-2.9336064526478554,0.0934778495917934
103,103,44,maya,n,2,2,1,-2.3486439519266993,0.39584155841042357
104,104,44,maya,n,2,2,1,-2.3486439519266993,0.39584155841042357
105,105,45,kasih,n,5,1,1,-1.611678357760493,0.7767747807094725
106,106,45,mohon,v,2,1,1,-1.9336064526478551,0.6103720239121453
107,107,45,maaf,n,1,2,1,-2.9336064526478554,0.0934778495917934
108,108,46,aplikasi,n,2,1,1,-1.9336064526478551,0.6103720239121453
109,109,47,mohon,v,2,1,1,-1.9336064526478551,0.6103720239121453
110,110,47,maaf,n,1,2,1,-2.9336064526478554,0.0934778495917934
111,111,47,potong,n,2,2,1,-2.3486439519266993,0.39584155841042357
112,112,48,mohon,v,2,1,1,-1.9336064526478551,0.6103720239121453
113,113,48,maaf,n,1,2,1,-2.9336064526478554,0.0934778495917934
114,114,51,mohon,v,2,1,1,-1.9336064526478551,0.6103720239121453
115,115,51,maaf,n,1,2,1,-2.9336064526478554,0.0934778495917934
116,116,52,ganggu,v,1,4,0,-1.427747223185769,0.8718477126472799
117,117,52,proses,n,1,2,0,-1.6907816290195627,0.7358867606259765
118,118,53,maya,n,2,2,0,-2.1058191282984065,0.5213562951242552
119,119,54,ada,v,6,1,1,-1.5710363732631472,0.7977823857289685
120,120,54,dasar,n,4,4,1,-2.3486439519266993,0.39584155841042357
121,121,54,zodiak,n,2,1,1,-1.9336064526478551,0.6103720239121453
